objectid,title,type,date,archival_date,towns_covered,county_covered,display_template,format
directories0472,Kellogg,phone book,1949,1949,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Gem,,record,record
directories0473,Kellogg,phone book,1950,1950,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Gem,,record,record
directories0474,Kellogg,phone book,1951,1951,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0475,Kellogg,phone book,1952,1952,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0476,Kellogg,phone book,1953,1953,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0477,Kellogg,phone book,1954,1954,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0478,Kellogg,phone book,1956,1956,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0479,Kellogg,phone book,1957,1957,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0480,Kellogg,phone book,1958,1958,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0481,Kellogg,phone book,1959,1959,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0482,Kellogg,phone book,1960,1960,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0483,Kellogg,phone book,1961,1961,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Bunker Hill; Gem,,record,record
directories0484,Kellogg,phone book,1962,1962,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Gem,,record,record
directories0485,Wallace,directory,1962,1962,Wallace; Osburn; Mullan; Silverton; Burke; Woodland Park; Kingston; Woodland Park; Gem; Mace;,,record,record
directories0486,Kellogg,phone book,1963,1963,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0487,Kellogg,phone book,1964,1964,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0488,Kellogg,phone book,1965,1965,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0489,Kellogg,directory,1966,1966,Kellogg; Wallace; Osburn; Mullan; Pinehurst; Silverton; Smelterville; Wardner; Woodland Park; Kingston; Cataldo; Murray; Gem; ,,record,record
directories0490,Kellogg,phone book,1967,1967,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0491,Kellogg,phone book,1968,1968,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0492,Kellogg,phone book,1969,1969,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0493,Kellogg,phone book,1970,1970,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Murray; Gem,,record,record
directories0494,Kellogg,directory,1970,1970,Kellogg; Wallace; Osburn; Mullan; Pinehurst; Silverton; Smelterville; Wardner; Woodland Park; Kingston; Cataldo; Murray; Gem; ,Shoshone County,record,record
directories0495,Kellogg,phone book,1971,1971,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0496,Kellogg,phone book,1972,1972,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0497,Kellogg,directory,1972,1972,Kellogg; Wallace; Osburn; Mullan; Pinehurst; Silverton; Smelterville; Wardner; Woodland Park; Kingston; Cataldo; Murray; Gem; ,,record,record
directories0498,Kellogg,phone book,1973,1973,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0499,Kellogg,phone book,1974,1974,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0500,Kellogg,phone book,1975,1975,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0501,Kellogg,phone book,1976,1976,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0502,Kellogg,directory,1976,1976,Kellogg; Wallace; Osburn; Mullan; Pinehurst; Silverton; Smelterville; Wardner; Woodland Park; Kingston; Cataldo; Murray; Gem; ,,record,record
directories0503,Kellogg,phone book,1977,1977,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0504,Kellogg,phone book,1978,1978,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0505,Kellogg,phone book,1979,1979,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0506,Kellogg,phone book,1981,1981,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0507,Kellogg,phone book,1982,1982-1983,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0508,Kellogg,phone book,1983,1983-1984,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0509,Kellogg,phone book,1984,1984-1985,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0510,Kellogg,phone book,1985,1985-1986,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0511,Kellogg,phone book,1986,1986-1987,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0512,Kellogg,phone book,1987,1987-1988,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0513,Kellogg,phone book,1988,1988-1989,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0514,Kellogg,phone book,1989,1989-1990,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0515,Kellogg,phone book,1990,1990-1991,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0516,Kellogg,phone book,1991,1991-1992,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0517,Kellogg,phone book,1992,1992-1993,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0518,Kellogg,phone book,1993,1993-1994,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0519,Kellogg,phone book,1994,1994-1995,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0520,Kellogg,phone book,1995,1995-1996,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0521,Kellogg,phone book,1997,1997-1998,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0522,Kellogg,phone book,1998,1998-1999,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0523,Kellogg,phone book,1999,1999-2000,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0524,Kellogg,phone book,2000,2000-2001,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0525,Kellogg,phone book,2001,2001,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0526,Kellogg,phone book,2002,2002,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0527,Kellogg,phone book,2003,2003-2004,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0528,Kellogg,phone book,2004,2004-2005,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0529,Kellogg,phone book,2005,2005,Kellogg; Blackcloud; Burke; Cataldo; Delta; Dudley; Eagle; Elizabeth Park; Enaville; Gem; Kellogg; Kingston; Lower Mace; Mace; Mullan; Murray; Osburn; Page; Pinehurst; Prichard; Rose Lake; Silver King; Silverton; Smelterville; Wallace; Wardner; Woodland Park,,record,record
directories0530,Kendrick,phone book,1955,1955,Kendrick; Juliaetta; Southwick; Cameron,,record,record
directories0531,Kendrick,phone book,1956,1956,Kendrick; Juliaetta; Southwick,,record,record
directories0532,Kendrick,phone book,1959,1959,Kendrick; Juliaetta; Southwick,,record,record
directories0533,Kendrick,phone book,1960,1960,Kendrick; Juliaetta; Southwick,,record,record
directories0534,Kendrick,phone book,1965,1965,Kendrick; Juliaetta; Southwick,,record,record
directories0535,Kendrick,phone book,1967,1967,Kendrick; Juliaetta; Southwick,,record,record
directories0536,Kendrick,phone book,1968,1968,Kendrick; Juliaetta; Southwick,,record,record
directories0537,Kendrick,phone book,1969,1969,Kendrick; Juliaetta; Southwick,,record,record
directories0538,Kendrick,phone book,1970,1970,Kendrick; Juliaetta; Southwick,,record,record
directories0539,Kendrick,phone book,1971,1971,Kendrick; Juliaetta; Southwick,,record,record
directories0540,Kendrick,phone book,1972,1972-1973,Kendrick; Juliaetta; Southwick,,record,record
directories0541,Kendrick,phone book,1973,1973-1974,Kendrick; Juliaetta; Southwick,,record,record
directories0542,Kendrick,phone book,1974,1974-1975,Kendrick; Juliaetta; Southwick,,record,record
directories0543,Kendrick,phone book,1976,1976-1977,Kendrick; Juliaetta; Southwick,,record,record
directories0544,Kendrick,phone book,1980,1980,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0545,Kendrick,phone book,1981,1981,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0546,Kendrick,phone book,1982,1982,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0547,Kendrick,phone book,1984,1984,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Lewiston; Troy,,record,record
directories0548,Kendrick,phone book,1985,1985,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Lewiston; Troy,,record,record
directories0549,Kendrick,phone book,1986,1986,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Lewiston; Troy,,record,record
directories0550,Kendrick,phone book,1988,1988,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Lewiston,,record,record
directories0551,Kendrick,phone book,1989,1989,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0552,Kendrick,phone book,1990,1990,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0553,Kendrick,phone book,1992,1992,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0554,Kendrick,phone book,1992,1992-1993,Kendrick; Juliaetta; Bovill; Deary; Elk River; Genesee; Moscow; Potlatch; Troy,,record,record
directories0555,Lewiston,phone book,1920,1920,Lewiston; Grangeville; Cottonwood; Culdesac; Ilo; Kamiah; Nezperce,,record,record
directories0556,Lewiston,directory,1921,1921-1922,Lewiston; Lewiston Orchards,,record,record
